,line_text,spans,x0,y0,x1,y1,page,x0_type,x1_type,label
2059,"from acts of war. (J.O.R.F. 16th December, 1944, pp. 1916-1917;","['from acts of war.', '(J.O.R.F. 16th December, 1944, pp. 1916-1917;']",118.0,261.33,378.15,271.64,40,2,2,middle
2060,"erratum: JO. 22nd December, 1944, P. 2014) Fr. 10","['erratum: JO. 22nd December, 1944, P. 2014)', 'Fr. 10']",118.0,269.91,379.17,279.71,40,2,2,middle
2061,"Dec. 15 Ordinance to increase miners' pensions. (J.O.R.F. 16th December,","['Dec. 15', ""Ordinance to increase miners' pensions."", '(J.O.R.F. 16th December,']",71.0,283.83,377.89,293.93,40,1,2,start
2062,"1944, Pp. 1917-1918; errata: J.O. 5th January, 1945, p. 50) Fr. 11","['1944, Pp. 1917-1918; errata: J.O. 5th January, 1945, p. 50)', 'Fr. 11']",119.0,292.16,377.93,301.76,40,2,2,middle
2063,Dec. 15 Decree to lay down conditions for the administration of the Ordi,"['Dec. 15', 'Decree to lay down conditions for the administration of the Ordi']",71.0,305.84,374.16,316.06,40,1,2,start
2064,"nance of 15th December, 1944, respecting compensation for industrial","['nance of 15th December, 1944, respecting compensation for industrial']",118.0,314.68,379.9,323.99,40,2,1,end
2065,"accidents resulting from acts of war. (J.O.R.F. 16th December,","['accidents resulting from acts of war.', '(J.O.R.F. 16th December,']",119.0,321.83,377.95,332.14,40,2,2,middle
2066,"1944, P. 1926; erratum: 22nd December, 1944, p. 2020)","['1944, P. 1926; erratum: 22nd December, 1944, p. 2020)']",119.0,330.71,329.69,340.11,40,2,1,end
2067,Dec. 21 Ordinance to amend sections 99c and 107 of the First Book of the,"['Dec. 21', 'Ordinance to amend sections 99c and 107 of the First Book of the']",71.0,344.43,379.67,354.61,40,1,2,start
2068,"Labour Code [penalties]. (J.O.R.F. 22nd December, 1944, p. 2013)","['Labour Code [penalties].', '(J.O.R.F. 22nd December, 1944, p. 2013)']",118.0,352.86,378.46,362.46,40,2,2,middle
2069,"Dec. 26 Decree No. 45-30, to lay down provisional rules for the occupa","['Dec. 26', 'Decree No. 45-30, to lay down provisional rules for the occupa']",71.0,366.38,374.25,376.86,40,1,1,other
2070,"tional organisation of agriculture. (J.O.R.F. 8th and 9th January,","['tional organisation of agriculture.', '(J.O.R.F. 8th and 9th January,']",118.0,374.66,378.27,384.81,40,2,2,middle
2071,"1945, pp. 117-118)","['1945, pp. 117-118)']",119.0,383.81,187.99,392.81,40,2,0,end
2072,Dec. 26 Ordinance relating to the situation of deported and defaulting,"['Dec. 26', 'Ordinance relating to the situation of deported and defaulting']",72.0,396.51,379.66,407.26,40,1,2,start
2073,persons in connection with social insurance legislation. (J.O.R.F.,"['persons in connection with social insurance legislation.', '(J.O.R.F.']",118.0,405.31,379.47,415.11,40,2,2,middle
2074,"27th December, 1944, pp. 2078-2079; erratum: J.O.R.F. 10th Janua","['27th December, 1944, pp. 2078-2079; erratum: J.O.R.F. 10th Janua']",118.0,413.64,374.74,423.14,40,2,1,end
2075,"ry, 1945, p. 127)","['ry, 1945, p. 127)']",118.0,422.04,181.33,431.54,40,2,0,end
2076,Dec. 30 Ordinance respecting the financing of the social insurance system.,"['Dec. 30', 'Ordinance respecting the financing of the social insurance system.']",72.0,435.71,379.92,445.79,40,1,2,start
2077,"(J.O.R.F. 31st December, 1944, pp. 2197-2198) Fr. 8 (E)","['(J.O.R.F. 31st December, 1944, pp. 2197-2198)', 'Fr. 8 (E)']",120.0,443.21,379.58,454.21,40,2,2,middle
2078,Dec. 30 Ordinance relating to the finandng of the old age allowance for,"['Dec. 30', 'Ordinance relating to the finandng of the old age allowance for']",72.0,457.43,379.72,467.86,40,1,2,start
2079,employees not included in social insurance [repeals the Act of,"['employees not included in social insurance', '[repeals the Act of']",119.0,465.36,379.07,476.16,40,2,2,middle
2080,"20th January, 1942, instituting an equalisation fund]. (J.O.R.F.","['20th January,', '1942,', 'instituting an equalisation fund].', '(J.O.R.F.']",118.0,473.88,379.47,484.16,40,2,2,middle
2081,"31st December, 1944, pp. 2198-2199)","['31st December, 1944, pp. 2198-2199)']",118.0,482.68,259.29,491.99,40,2,1,end
2082,B. VICHY GOVERNMENT,['B. VICHY GOVERNMENT'],161.0,495.98,282.61,506.48,40,-1,1,other
2083,"Jan. 1 Act No. 1, respecting the General Conimissariat for French labour","['Jan. 1', 'Act No. 1, respecting the General Conimissariat for French labour']",71.0,510.53,381.02,520.98,40,1,2,start
2084,"in Germany. (J.O.E.F. 12th January, 1944, pp. 149-150)","['in Germany.', '(J.O.E.F. 12th January, 1944, pp. 149-150)']",118.0,518.88,341.5,528.73,40,2,1,end
2085,"Jan. 4 Act No. 53, respecting the levying of contributions under the social","['Jan. 4', 'Act No. 53, respecting the levying of contributions under the social']",71.0,532.98,379.33,543.49,40,1,2,start
2086,"insurance system for agriculture. (J.O.E.F. 5th March, 1944, p. 698)","['insurance system for agriculture.', '(J.O.E.F. 5th March, 1944, p. 698)']",119.0,541.61,379.25,551.01,40,2,2,middle
2087,Fr.8(A),['Fr.8(A)'],342.0,548.06,379.53,560.46,40,-1,2,other
2088,J.O.R.F. = Journal officiel Ia République fràncaise.,"['J.O.R.F. =', 'Journal', 'officiel', 'Ia République fràncaise.']",72.0,559.26,284.65,570.06,40,1,1,other
2089,"25th May, 1938, p. 5904.","['25th May, 1938, p. 5904.']",106.0,582.71,201.04,592.11,40,-1,0,other
2090,— 41 — 1944—Indexes U,"['— 41', '—', '1944—Indexes', 'U']",168.0,51.89,340.99,60.46,41,-1,2,other
2091,Jan. 5,"['Jan.', '5']",34.0,85.05,56.34,93.95,41,1,0,other
2092,"Act No. 6, to amend the Act of 18th January, respecting","['Act No. 6,', 'to amend the Act of 18th January,', 'respecting']",81.0,83.92,341.81,94.32,41,2,2,middle
2093,"apprenticeship in agriculture. (J.O.E.F. 15th January, 1944, p. 174)","['apprenticeship in agriculture.', '(J.O.E.F. 15th January, 1944,', 'p.', '174)']",81.0,92.8,340.85,102.3,41,2,2,middle
2094,"Jan. 8 Act No. 10, respecting compensation for loss of wages resulting","['Jan. 8', 'Act No.', '10, respecting compensation for loss of wages resulting']",34.0,104.62,341.19,114.62,41,1,2,start
2095,from circumstances arising out of the state of war. (J.O.E.F.,"['from circumstances arising out of the state of war.', '(J.O.E.F.']",82.0,112.3,341.03,123.0,41,2,2,middle
2096,"10th and 11th January, 1944, pp. 141-142) Fr. 9 (A)","['10th and 11th January, 1944, pp. 141-142)', 'Fr. 9 (A)']",81.0,120.22,340.91,131.82,41,2,2,middle
2097,"Jan. 27 Act No. 33, respecting the making up of, and compensation for, time","['Jan. 27', 'Act No. 33, respecting the making up of, and compensation for, time']",34.0,133.6,342.48,143.1,41,1,2,start
2098,lost as a result of collective interruption of work caused by air,['lost as a result of collective interruption of work caused by air'],81.0,140.95,341.41,151.45,41,2,2,middle
2099,"raids [repeals the Decree of 1st June, 1940]. (J.O.E.F. 29th","['raids', '[repeals', 'the Decree of', '1st', 'June,', '1940].', '(J.O.E.F.', '29th']",81.0,148.92,341.65,159.72,41,2,2,middle
2100,"January, 1944, p. 323)","['January, 1944, p. 323)']",80.0,158.12,165.85,167.72,41,2,0,end
2101,"Jan. 28 Act No. 39, to amend Act No. 694 of 23rd December, 1943, which","['Jan. 28', 'Act No. 39, to amend Act No. 694 of 23rd December, 1943, which']",34.0,168.25,340.43,177.95,41,1,2,start
2102,set up a Superior Labour Council and three information centres.,['set up a Superior Labour Council and three information centres.'],81.0,175.97,341.62,186.17,41,2,2,middle
2103,"(J.O.E.F. 30th January, 1944, p. 327; erratum: 18th February, 1944,","['(J.O.E.F. 30th January, 1944, p. 327; erratum:', '18th', 'February, 1944,']",81.0,184.82,340.51,194.42,41,2,2,middle
2104,p. 519),['p. 519)'],80.0,194.47,104.36,203.07,41,2,0,end
2105,"Mar. 7 Act No. 103, to amend the provisions respecting equalisation laid","['Mar. 7', 'Act No. 103, to amend the provisions respecting equalisation laid']",34.0,202.92,342.92,213.0,41,1,2,start
2106,down in the social insurance system for sickness and maternity,['down in the social insurance system for sickness and maternity'],81.0,211.0,340.47,221.3,41,2,2,middle
2107,"insurance. (J.O.E.F. 16th April, 1944, p. 1Q90) Fr. 8 (B)","['insurance.', '(J.O.E.F. 16th April, 1944, p. 1Q90)', 'Fr. 8 (B)']",81.0,218.87,341.19,229.87,41,2,2,middle
2108,"Mar. 7 Act No. 105, respecting the organisation of the medico-social labour","['Mar. 7', 'Act No. 105, respecting the organisation of the medico-social labour']",34.0,229.8,341.41,239.7,41,1,2,start
2109,"services. (J.O.E.F. 10th March, 1944, p. 731) Fr. 7","['services.', '(J.O.E.F. 10th March, 1944, p. 731)', 'Fr. 7']",81.0,237.87,341.27,248.07,41,2,2,middle
2110,"Mar. 14 Act No. 250, to facilitate the granting of maternity benefit, on their","['Mar. 14', 'Act No. 250, to facilitate the granting of maternity benefit, on their']",34.0,249.97,342.39,259.85,41,1,2,start
2111,"return from captivity, to former prisoners of war who are insured","['return from captivity, to former prisoners of war who are insured']",81.0,257.95,343.26,268.05,41,2,2,middle
2112,"under the social insurance system. (J.O.E.F. 12th and 13th June,","['under the social insurance system.', '(J.O.E.F. 12th and 13th June,']",80.0,266.05,341.11,276.35,41,2,2,middle
2113,"1944, p. 1490)","['1944, p. 1490)']",81.0,275.8,131.75,284.49,41,2,0,end
2114,"Mar. 15 Act No. 193, to amend the Act of 30th December, 1942, respecting","['Mar. 15', 'Act No. 193, to amend the Act of 30th December, 1942, respecting']",35.0,285.05,341.5,294.82,41,1,2,start
2115,the replenishment of the Guarantee Fund provided for by section 24,['the replenishment of the Guarantee Fund provided for by section 24'],81.0,293.32,341.76,302.92,41,2,2,middle
2116,"of the Act of 9th April, respecting industrial accidents.","['of the Act of 9th April,', 'respecting industrial', 'accidents.']",81.0,300.32,341.34,311.52,41,2,2,middle
2117,"(J.O.E.F. 27th April, 1944, p. 1162)","['(J.O.E.F. 27th April,', '1944,', 'p.', '1162)']",82.0,309.17,229.43,319.87,41,2,1,end
2118,"Apr. 20 Act No. 192, to amend sections 9 and 20 of the Act of 2nd Decem","['Apr. 20', 'Act No. 192, to amend sections 9 and 20 of the Act of 2nd Decem']",34.0,319.45,337.47,329.45,41,1,2,start
2119,"ber, 1940, respecting the corporative organisation of","['ber,', '1940, respecting the corporative organisation of']",81.0,327.47,287.8,337.27,41,2,1,end
2120,"(J.O.E.F. 22nd April, 1940, p. 1134)","['(J.O.E.F. 22nd April, 1940, p. 1134)']",81.0,335.87,223.64,345.67,41,2,1,end
2121,"Apr. 22 Act No. 206, respecting night work in bakeries [authorises temporary","['Apr. 22', 'Act No. 206, respecting night work in bakeries [authorises temporary']",34.0,346.07,341.8,356.05,41,1,1,other
2122,exemption from the provisions of section 20 of the Second Book,['exemption from the provisions of section 20 of the Second Book'],81.0,353.65,342.46,363.75,41,2,1,end
2123,"of the Labour Code]. (J.O.E.F. 23rd April, 1944, p. 1142)","['of the Labour Code].', '(J.O.E.F. 23rd April, 1944, p. 1142)']",80.0,362.3,307.69,372.24,41,2,1,end
2124,"Apr. 24 Act No. 187, to amend Act No. 27 of 6th January, 1942, respecting","['Apr. 24', 'Act No. 187, to amend Act No. 27 of 6th January, 1942, respecting']",34.0,372.45,341.51,382.65,41,1,1,other
2125,"admission to social insuranc&°. (J.O.E.F. 26th April, 1944. p. 1154)","['admission to social insuranc&°.', '(J.O.E.F. 26th April, 1944. p. 1154)']",81.0,380.57,340.73,390.27,41,2,2,middle
2127,Fr.8(C),['Fr.8(C)'],304.0,386.57,341.45,399.17,41,-1,2,other
2128,"Apr. 28 Decree No. 1341, to extend the application of Decree No. 1365 of","['Apr. 28', 'Decree No. 1341, to extend the application of Decree No. 1365 of']",34.0,398.7,342.18,409.35,41,1,2,start
2129,"11th May, 1943 (utilisation and redistribution of manpower).","['11th May,', '1943', '(utilisation', 'and', 'redistribution', 'of', 'manpower).']",81.0,407.2,341.2,417.52,41,2,2,middle
2130,"(5.0FF. 26th and 27th June, 1944, pp. 1643-1644)","['(5.0FF. 26th and 27th June, 1944, pp. 1643-1644)']",81.0,415.45,274.46,425.15,41,2,1,end
2131,"May 20 Act No. 259, to amend Act No. 10 of 8th January, 1944, respecting","['May 20', 'Act No. 259, to amend Act No. 10 of 8th January, 1944, respecting']",35.0,427.45,340.51,437.7,41,1,2,start
2132,compensation for loss of wages resulting from circumstances,"['compensation', 'for', 'loss', 'of', 'wages', 'resulting', 'from circumstances']",81.0,435.2,341.81,445.49,41,2,2,middle
2133,"arising out of the state of war, (J.O.E.F. 26th May, 1944, pp. 1374","['arising out of the state of war, (J.O.E.F. 26th May, 1944, pp. 1374']",81.0,443.75,337.49,453.45,41,2,1,end
2134,1375) Fr. 9 (B),"['1375)', 'Fr. 9 (B)']",82.0,450.95,341.84,461.85,41,2,2,middle
2135,"May 22 Act No. 233, respecting the financial stability of the social insurance","['May 22', 'Act No. 233, respecting the financial stability of the social insurance']",35.0,461.9,341.68,472.2,41,1,2,start
2136,"system. (J.0.E.F. 31st May, 1944, pp. 1406-1407) Fr. 8 (D)","['system.', '(J.0.E.F. 31st May, 1944, pp.', '1406-1407)', 'Fr. 8 (D)']",81.0,469.37,341.8,480.37,41,2,2,middle
2137,"June 2 Act No. 263, respecting the situation, in regard to pension rights,","['June 2', 'Act No. 263, respecting the situation, in regard to pension rights,']",35.0,481.85,343.01,492.7,41,1,2,start
2138,"of persons covered by the Act of 14th April, 1924, by special","['of persons covered by the Act of 14th April,', '1924, by special']",81.0,489.5,341.96,500.2,41,2,2,middle
2139,"systems or by employers' pension institutions, who work whether in","[""systems or by employers' pension institutions, who work whether in""]",81.0,498.52,341.92,508.12,41,2,2,middle
2140,France or in Germany under the scheme for releasing prisoners of,['France or in Germany under the scheme for releasing prisoners of'],81.0,506.5,341.63,516.4,41,2,2,middle
2141,"war, the Act of 4th September, 1942, concerning the redistribution","['war, the Act of 4th September, 1942, concerning the redistribution']",80.0,514.67,340.75,524.47,41,2,2,middle
2142,of or the legislation dealing with compulsory labour,"['of', 'or the legislation dealing with compulsory labour']",81.0,522.65,343.18,532.95,41,2,2,middle
2143,"service. (J.0.E.F. 5th July, 1944, p. 1702)","['service.', '(J.0.E.F. 5th July, 1944, p. 1702)']",81.0,530.92,248.67,540.95,41,2,1,end
2144,J.0.E.F. Journal officiel de I'Etat francais.,"['J.0.E.F.', ""Journal officiel de I'Etat francais.""]",35.0,545.3,214.82,555.72,41,1,1,other
2145,"L.S. 1929 (Fr. 5). — L.S. 1942 (Fr. 1, A).","['L.S. 1929 (Fr. 5). —', 'L.S.', '1942 (Fr.', '1, A).']",41.0,567.77,217.67,577.99,41,-1,1,other
2146,"1938 (Fr. 9, B). — 1942 (Fr. 1 and 15); 1943 (Indexes I,","['1938 (Fr. 9, B). —', '1942 (Fr.', '1 and 15); 1943 (Indexes I,']",62.0,575.57,319.48,586.22,41,-1,1,other
2147,"p. 8,","['p.', '8,']",325.0,577.97,341.55,586.77,41,-1,2,other
2148,"Mar. 16). — 70L.S. 1942 (Fr. 9, A).","['Mar. 16). —', '70L.S.', '1942 (Fr. 9, A).']",27.0,584.04,171.4,594.57,41,0,0,country
2149,U — -42 —,"['U', '— -42', '—']",111.0,52.46,231.7,60.98,42,2,1,end
2150,"June 2 Act No. 265, respecting workers who have received a direction to","['June', '2', 'Act No. 265, respecting workers who have received a direction to']",65.0,84.53,374.08,94.43,42,1,2,start
2151,"work in France under, the Acts of 4th September, and 16th","['work in France under, the Acts of 4th September,', 'and 16th']",113.0,92.73,373.29,102.63,42,2,2,middle
2152,"February, 1943"" [application of Act No. 259 of 4th May, 19431.","['February, 1943""', '[application', 'of Act No. 259 of 4th May, 19431.']",113.0,100.53,373.61,110.83,42,2,2,middle
2153,"(J.O.E.F. 12th and 13th june, 1944, p. 1490)","['(J.O.E.F. 12th and 13th june, 1944,', 'p.', '1490)']",114.0,108.98,284.43,118.68,42,2,1,end
2154,"June 10 Act No. 314, to dissolve the work centres for young people.","['June 10', 'Act No.', '314,', 'to', 'dissolve', 'the work centres', 'for young people.']",66.0,118.31,373.53,128.91,42,1,2,start
2155,"(J.O.E.F. 12th and 13th June, 1944, p. 1490)","['(J.O.E.F. 12th and 13th June, 1944,', 'p.', '1490)']",114.0,126.68,295.43,136.78,42,2,1,end
2156,"June 16 Act No. 310, to amend [section 78 of] the Act of 13th December,","['June 16', 'Act No. 310, to amend [section 78 of] the Act of 13th December,']",65.0,138.76,374.78,148.81,42,1,2,start
2157,"1926, to issue a Seamen's Code"". (J.O.E.F. 22nd june, 1944, p. 1586)","['1926, to issue a Seamen\'s Code"".', '(J.O.E.F. 22nd june, 1944, p. 1586)']",114.0,147.43,372.91,156.63,42,2,2,middle
2158,"June 16 Act No. 51, to provide for the compulsory labelling of receptacles","['June 16', 'Act No. 51, to provide for the compulsory labelling of receptacles']",65.0,158.73,374.2,168.98,42,1,2,start
2159,containing solutions with a noxious product as basis. (J.O.E.F.,"['containing solutions with a noxious product as basis.', '(J.O.E.F.']",114.0,166.53,373.58,176.88,42,2,2,middle
2160,"9th July, 1944, p. 1750)","['9th July, 1944, p. 1750)']",114.0,175.11,207.37,184.91,42,2,0,end
2161,"July 5 Act No. 334, to make an addition to section 1 of the Act of 29th","['July 5', 'Act No. 334, to make an addition to section 1 of the Act of 29th']",65.0,184.91,374.64,195.43,42,1,2,start
2162,"March, 1941, to institute a single wage allowance, as amended by","['March, 1941, to institute a single wage allowance, as amended by']",114.0,193.03,374.38,202.93,42,2,2,middle
2163,"the Act of 6th July, 1943. (J.O.E.F. 11th July, 1944, p. 1766)","['the Act of 6th July, 1943.', '(J.O.E.F. 11th July, 1944, p.', '1766)']",114.0,200.83,364.96,211.13,42,2,1,end
2164,"July 15 Act No. 360, to amend Acts No. 10 of 8th January, 1944, and","['July 15', 'Act No. 360, to amend Acts No. 10 of 8th January, 1944, and']",65.0,212.71,374.55,223.43,42,1,2,start
